average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,5,0,0,NHL,23,0,16,0,0,0,0,0,0,1929-30,NYR,4,1,[],0,,0
,1,0,0,NHL,24,0,2,0,0,0,0,0,0,1930-31,DTF,1,0,[],0,,12
,9,0,0,NHL,26,0,6,0,0,0,0,0,0,1932-33,DET,3,6,[],0,,25
,6,0,0,NHL,27,0,0,0,0,0,0,0,0,1933-34,CBH,3,3,[],0,,27
,29,0,0,NHL,28,0,15,0,0,0,0,0,0,1934-35,TOT,20,9,[],0,,40
,0,0,0,NHL,28,0,2,0,0,0,0,0,0,1934-35,CBH,0,0,[],0,,7
,29,0,0,NHL,28,0,13,0,0,0,0,0,0,1934-35,MTL,20,9,[],0,,33
,26,0,0,NHL,29,0,8,0,0,0,0,0,0,1935-36,MTL,15,11,"[{'link': '/awards/voting-1936.html#byng', 'name': 'Byng-5'}]",0,,47
,14,0,0,NHL,30,0,8,0,0,0,0,0,0,1936-37,BOS,8,6,[],0,,47
,19,0,0,NHL,31,0,14,0,0,0,0,0,0,1937-38,BOS,9,10,[],0,,46
,14,0,0,NHL,32,0,10,0,0,0,0,0,0,1938-39,NYA,3,11,[],0,,0
