pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Saskatoon Sheiks,0,0,0,PrHL,2,1926-27,18,0
4,Providence Reds,0,0,0,Can-Am,2,1930-31,22,0
2,Providence Reds,1,0,4,Can-Am,5,1931-32,23,3
6,Providence Reds,1,0,8,Can-Am,3,1933-34,25,7
0,Boston Cubs,0,0,1,Can-Am,3,1934-35,26,1
4,Detroit Olympics,4,0,8,IHL,6,1935-36,27,4
2,Pittsburgh Hornets,0,0,3,IAHL,5,1936-37,28,3
2,Providence Reds,5,0,8,IAHL,7,1937-38,29,3
0,Providence Reds,1,0,2,IAHL,5,1938-39,30,1
0,Providence Reds,2,0,4,IAHL,8,1939-40,31,2
0,Providence Reds,1,0,2,AHL,4,1940-41,32,1
2,Cleveland Barons,0,0,1,AHL,5,1941-42,33,1
0,Cleveland Barons,0,0,0,AHL,2,1942-43,34,0
