assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Saskatoon Jr. Quakers,2,1942-43,3,5,6,17,0,N-SJHL
2,Saskatoon Jr. Quakers,4,1942-43,8,6,12,17,0,M-Cup
1,Hershey Bears,2,1943-44,7,3,6,18,0,AHL
2,Kansas City Pla-Mors,2,1945-46,12,4,14,20,0,USHL
9,Kansas City Pla-Mors,3,1946-47,12,12,9,21,0,USHL
6,Kansas City Pla-Mors,2,1947-48,7,8,0,22,0,USHL
0,Kansas City Pla-Mors,0,1948-49,2,0,0,23,0,USHL
0,Kansas City Pla-Mors,2,1949-50,3,2,2,24,0,USHL
2,Nelson Maple Leafs,1,1950-51,4,3,12,25,0,WIHL
2,Nelson Maple Leafs,2,1951-52,3,4,5,26,0,WIHL
2,Vernon Canadians,2,1952-53,5,4,20,27,0,OSHL
3,Vernon Canadians,1,1953-54,5,4,4,28,0,OSHL
4,Vernon Canadians,2,1954-55,5,6,2,29,0,OSHL
13,Vernon Canadians,5,1954-55,17,18,16,29,0,Al-Cup
3,Vernon Canadians,4,1955-56,8,7,32,30,0,OSHL
16,Vernon Canadians,5,1955-56,13,21,10,30,0,Al-Cup
6,Vernon Canadians,3,1956-57,12,9,26,31,0,OSHL
4,Vernon Canadians,0,1957-58,8,4,16,32,0,OSHL
1,Vernon Canadians,0,1958-59,2,1,2,33,0,OSHL
3,Kelowna Packers,1,1959-60,6,4,2,34,0,Al-Cup
6,Vernon Canadians,1,1960-61,5,7,6,35,0,OSHL
