assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Saskatoon Jr. Quakers,4,1942-43,8,7,28,17,0,N-SJHL
21,Hershey Bears,10,1943-44,52,31,35,18,0,AHL
4,Providence Reds,0,1944-45,3,4,0,19,0,AHL
25,Kansas City Pla-Mors,26,1945-46,45,51,73,20,0,USHL
34,Kansas City Pla-Mors,21,1946-47,60,55,80,21,0,USHL
40,Kansas City Pla-Mors,29,1947-48,66,69,56,22,0,USHL
48,Kansas City Pla-Mors,19,1948-49,57,67,64,23,0,USHL
27,Kansas City Pla-Mors,15,1949-50,64,42,38,24,0,USHL
7,Regina Capitals,0,1950-51,21,7,12,25,0,WCMHL
12,Nelson Maple Leafs,8,1950-51,25,20,99,25,0,WIHL
30,Nelson Maple Leafs,14,1951-52,37,44,80,26,0,WIHL
0,Vernon Canadians,0,1951-52,1,0,0,26,0,OSHL
37,Vernon Canadians,30,1952-53,52,67,110,27,0,OSHL
23,Vernon Canadians,27,1953-54,55,50,113,28,0,OSHL
23,Vernon Canadians,17,1954-55,53,40,52,29,0,OSHL
25,Vernon Canadians,16,1955-56,39,41,58,30,0,OSHL
38,Vernon Canadians,20,1956-57,49,58,87,31,0,OSHL
11,Vernon Canadians,9,1957-58,37,20,62,32,0,OSHL
34,Vernon Canadians,9,1960-61,39,43,131,35,0,OSHL
