age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,1,4,NHL,6,0,1985-86,0,5,0,,0,14,,EDM,1
23,SC,5.3,1,3,9,NHL,15,0,1986-87,0,19,1,,0,45,,EDM,4
24,SC,3.8,0,11,16,NHL,19,0,1987-88,0,26,1,,1,55,,EDM,12
25,,33.3,2,2,3,NHL,7,0,1988-89,1,6,2,,0,20,,EDM,4
26,SC,14.3,4,10,0,NHL,0,1,1989-90,1,35,5,,0,37,,EDM,15
27,,3.3,0,2,-8,NHL,18,0,1990-91,0,30,1,,1,45,,EDM,3
28,,2.7,0,11,12,NHL,18,0,1991-92,0,37,1,,1,16,,CHI,12
29,,0.0,0,0,-2,NHL,4,0,1992-93,0,9,0,,0,10,,CHI,0
31,,0.0,0,1,2,NHL,16,0,1994-95,0,11,0,,0,26,,CHI,1
32,,0.0,0,0,-2,NHL,6,0,1995-96,0,3,0,,0,16,,CHI,0
33,,0.0,0,0,0,NHL,3,0,1996-97,0,3,0,,0,4,,CHI,0
