goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0.8,0,0,2013-14,[],5,183,0,0,3,83,88,0,WPG,0,0,3,1.64,23,NHL,.943,1.000,3,0,2,1
101,5.8,-0.84,7,2014-15,"[{'link': '/awards/voting-2015.html#calder', 'name': 'Calder-8'}]",85,2138,5,0,19,901,986,0,WPG,2,0,36,2.39,24,NHL,.914,.528,38,0,21,10
109,4.0,-6.46,3,2015-16,[],75,1586,3,0,9,730,805,0,WPG,0,0,25,2.84,25,NHL,.907,.360,30,0,9,15
112,3.2,-7.29,1,2016-17,[],67,1378,3,0,8,623,690,0,WPG,1,0,20,2.92,26,NHL,.903,.400,28,0,9,12
