assists,team,goals,year,games_played,points,pim,age,plus_minus,league
40,Sudbury Wolves,37,1969-70,46,77,106,18,0,NOJHA
14,Niagara Falls Flyers,10,1970-71,35,24,48,19,0,OHA-Jr.
12,Niagara Falls Flyers,11,1971-72,64,23,27,20,0,OHA-Jr.
30,Columbus/Port Huron,30,1972-73,75,60,82,21,0,IHL
26,Salt Lake Golden Eagles,21,1973-74,71,47,197,22,0,WHL
39,Salt Lake Golden Eagles,26,1974-75,78,65,200,23,0,CHL
6,Salt Lake Golden Eagles,9,1975-76,21,15,30,24,0,CHL
21,Salt Lake Golden Eagles,17,1976-77,68,38,226,25,0,CHL
7,Salt Lake Golden Eagles,8,1977-78,24,15,89,26,0,CHL
17,Salt Lake Golden Eagles,14,1978-79,72,31,143,27,0,CHL
