giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
4,NHL,14,0,23,35,11,4,0,5,0,131,TOT,5,48.5,[],0.0,0,0,1,0,33,0,2015-16,2,9:22,0,2,0,0
3,NHL,10,0,23,24,5,1,0,2,0,81,LAK,4,45.5,[],0.0,0,0,0,0,20,0,2015-16,1,8:07,0,2,0,0
1,NHL,4,0,23,11,6,3,0,3,0,50,PHI,1,54.2,[],0.0,0,0,1,0,13,0,2015-16,1,12:28,0,0,0,0
6,NHL,23,1,24,14,73,49,12,7,0,329,PHI,14,50.0,[],16.3,7,4,5,8,14,0,2016-17,8,14:19,1,10,0,4
