age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
26,,8.8,3,5,-1,NHL,16,0,2005-06,0,34,3,200,0,8,,MDA,8
27,SC,3.6,1,5,1,NHL,13,0,2006-07,0,28,1,231,0,19,,ANA,6
28,,0.0,0,2,-2,NHL,6,0,2007-08,0,14,0,111,0,8,21,ANA,2
29,SC,2.2,1,13,3,NHL,0,0,2008-09,0,46,1,406,0,19,85,PIT,14
30,,10.5,3,7,3,NHL,13,0,2009-10,0,38,4,227,1,8,68,PIT,11
31,,7.7,1,0,-1,NHL,6,0,2010-11,0,13,1,104,0,6,26,PIT,1
32,,11.8,0,4,-2,NHL,6,0,2011-12,0,17,2,114,2,8,24,PIT,6
33,,15.6,2,5,-1,NHL,15,0,2012-13,1,32,5,275,3,6,58,PIT,10
34,,7.5,1,5,-4,NHL,13,0,2013-14,0,40,3,247,2,16,62,PIT,8
35,,16.7,0,2,2,NHL,5,0,2014-15,1,6,1,91,1,8,21,PIT,3
36,SC,8.0,2,8,2,NHL,0,0,2015-16,0,50,4,344,2,15,91,PIT,12
37,SC,7.1,2,9,6,NHL,20,0,2016-17,1,28,2,297,0,27,49,PIT,11
