year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,17,38,233,38,0,SMHL,64,Yorkton Mallers,76
1998-99,19,57,222,32,0,SJHL,63,Melville Millionaires,89
1999-00,20,20,70,9,0,CCHA,38,Ferris State Bulldogs,29
2000-01,21,16,81,13,0,CCHA,37,Ferris State Bulldogs,29
2001-02,22,28,68,10,0,CCHA,35,Ferris State Bulldogs,38
2002-03,23,35,56,44,0,CCHA,42,Ferris State Bulldogs,79
2003-04,24,19,101,25,4,AHL,59,Cincinnati Mighty Ducks,44
2004-05,25,22,71,17,13,AHL,54,Cincinnati Mighty Ducks,39
2005-06,26,0,12,4,1,AHL,5,Portland Pirates,4
2007-08,28,2,4,5,2,WC-A,9,Canada,7
2013-14,34,1,6,0,2,Olympics,6,Canada,1
