average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,32,2,0,NHL,27,13,47,-6,141,13,3,0,3,1971-72,CGS,16,16,[],11.3,,78
,21,0,0,NHL,28,11,19,-34,110,3,3,0,4,1972-73,CGS,6,15,[],5.5,,66
,30,2,0,NHL,29,11,39,-41,136,14,4,0,1,1973-74,CGS,18,12,[],13.2,,76
,28,1,0,NHL,30,12,18,-50,125,10,3,0,3,1974-75,TOT,13,15,[],10.4,,62
,5,0,0,NHL,30,4,2,-8,26,0,1,0,0,1974-75,CGS,1,4,[],3.8,,15
,5,0,0,NHL,30,4,4,-5,32,1,0,0,0,1974-75,STL,1,4,[],3.1,,22
,18,1,0,NHL,30,4,12,-37,67,9,2,0,3,1974-75,WSH,11,7,[],16.4,,25
,48,1,0,NHL,31,15,12,-28,148,18,8,0,7,1975-76,TOT,26,22,[],17.6,,79
,27,0,0,NHL,31,9,6,-25,62,8,5,0,5,1975-76,WSH,13,14,[],21.0,,31
,21,1,0,NHL,31,6,6,-3,86,10,3,0,2,1975-76,PIT,13,8,[],15.1,,48
,15,0,0,NHL,32,9,13,-9,62,6,0,0,0,1976-77,PIT,6,9,[],9.7,,67
