year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1995-96,15,27,62,44,0,MTHL,54,Mississauga Reps,71
1996-97,16,16,26,28,0,OHL,61,Guelph Storm,44
1997-98,17,16,29,35,0,OHL,57,Guelph Storm,51
1999-00,19,0,8,2,1,WJC-A,7,Canada,2
1999-00,19,2,4,2,3,OHL,5,Guelph Storm,4
1999-00,19,1,2,5,0,AHL,12,Hartford Wolf Pack,6
2000-01,20,5,69,6,5,AHL,28,Hartford Wolf Pack,11
2001-02,21,0,4,0,1,WC-A,7,Canada,0
2004-05,24,6,20,7,0,Slovenia,13,ZM Olimpija Ljubljana,13
2004-05,24,7,16,7,0,Interliga,13,ZM Olimpija Ljubljana,14
2004-05,24,5,16,2,0,Sweden,20,HV 71 Jonkoping,7
2013-14,33,0,17,0,-2,AHL,8,Charlotte Checkers,0
