assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Kelowna Wings,0,1984-85,6,1,9,17,0,WHL
0,Lethbridge Broncos,1,1985-86,10,1,37,18,0,WHL
1,Swift Current Broncos,1,1986-87,4,2,12,19,0,WHL
2,Swift Current Broncos,0,1987-88,4,2,4,20,0,WHL
1,Cape Breton Oilers,0,1992-93,10,1,16,25,0,AHL
3,Cape Breton Oilers,0,1993-94,5,3,12,26,0,AHL
1,Detroit Vipers,1,1994-95,5,2,6,27,0,IHL
5,Detroit Vipers,3,1995-96,12,8,29,28,0,IHL
4,Detroit Vipers,0,1996-97,21,4,34,29,0,IHL
3,Detroit Vipers,0,1997-98,23,3,54,30,0,IHL
3,Detroit Vipers,1,1998-99,11,4,18,31,0,IHL
1,Cleveland Lumberjacks,0,2000-01,4,1,10,33,0,IHL
4,Ayr Scottish Eagles,0,2001-02,7,4,4,34,0,Britain
