assists,team,goals,year,games_played,points,pim,age,plus_minus,league
52,Brooklyn Metros,19,1971-72,30,71,47,16,0,NYJHL
21,Sudbury Wolves,13,1972-73,39,34,26,17,0,OHA-Jr.
47,Sudbury Wolves,34,1973-74,62,81,31,18,0,OHA-Jr.
46,Sudbury Wolves,26,1974-75,69,72,28,19,0,OMJHL
41,Erie Blades,40,1975-76,74,81,51,20,0,NAPro
47,Fort Worth Texans,30,1976-77,74,77,32,21,0,CHL
53,Fort Worth Texans,25,1977-78,67,78,36,22,0,CHL
8,Fort Worth Texans,4,1978-79,20,12,4,23,0,CHL
48,Salt Lake Golden Eagles,27,1979-80,79,75,31,24,0,CHL
51,Salt Lake Golden Eagles,27,1980-81,72,78,43,25,0,CHL
81,Salt Lake Golden Eagles,29,1981-82,78,110,52,26,0,CHL
43,Wichita Wind,17,1982-83,70,60,12,27,0,CHL
32,Salt Lake Golden Eagles,24,1983-84,63,56,22,28,0,CHL
