age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,16.7,1,1,-2,NHL,6,0,1970-71,0,12,2,,1,31,,TOR,3
21,,0.0,0,0,-1,NHL,3,0,1971-72,0,3,0,,0,2,,TOR,0
23,,13.3,1,1,-1,NHL,4,0,1973-74,0,15,2,,1,6,,TOR,3
24,,10.0,1,1,-2,NHL,7,0,1974-75,0,20,2,,1,15,,TOR,3
25,,11.9,3,7,-4,NHL,10,0,1975-76,1,42,5,,2,19,,TOR,12
26,,14.7,2,16,-1,NHL,9,0,1976-77,0,34,5,,3,4,,TOR,21
27,,5.7,1,8,-3,NHL,13,0,1977-78,0,53,3,,2,12,,TOR,11
28,,21.7,3,4,3,NHL,6,0,1978-79,0,23,5,,2,17,,TOR,9
29,,7.1,0,2,-1,NHL,3,0,1979-80,0,14,1,,1,10,,TOR,3
30,,0.0,0,0,-2,NHL,3,0,1980-81,0,6,0,,0,4,,TOR,0
31,,27.3,2,1,-2,NHL,4,0,1981-82,0,11,3,,1,6,,PHI,4
32,,9.1,1,0,-4,NHL,3,0,1982-83,0,11,1,,0,4,,PHI,1
33,,0.0,0,2,-1,NHL,3,0,1983-84,0,6,0,,0,7,,PHI,2
34,,0.0,0,2,0,NHL,2,0,1984-85,0,2,0,,0,0,,DET,2
