year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1925-26,19,18,0,6,0,OHA-Jr.,12,Owen Sound Jr. Greys,24
1926-27,20,23,0,13,0,OHA-Jr.,15,Owen Sound Jr. Greys,36
1927-28,21,3,8,1,0,Can-Am,16,Providence Reds,4
1928-29,22,8,52,5,0,Can-Pro,36,Hamilton Tigers,13
1929-30,23,19,39,11,0,IHL,40,Hamilton Tigers,30
1930-31,24,14,44,2,0,IHL,49,2 Teams,16
1930-31,24,6,26,2,0,IHL,20,Syracuse Stars,8
1930-31,24,8,18,0,0,IHL,29,Buffalo Bisons,8
1931-32,25,7,24,3,0,IHL,46,Buffalo Bisons,10
1932-33,26,4,24,2,0,IHL,42,Buffalo Bisons,6
