even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,PHB,0,0,20,0,,WHA,0,0,,1972-73,3,0,,0,0,0
0,0,LAK,0,22,22,0,,NHL,0,3,,1974-75,2,0.0,,0,0,0
0,3,LAK,0,29,23,0,,NHL,0,8,,1975-76,9,0.0,,0,3,0
1,4,LAK,1,17,24,0,,NHL,0,11,,1976-77,9,9.1,,0,5,1
0,3,TOR,0,23,26,0,,NHL,0,4,,1978-79,6,0.0,,0,3,2
0,0,CBH,0,12,27,0,,NHL,0,3,,1979-80,6,0.0,,0,0,-4
0,0,CBH,0,2,28,0,,NHL,0,1,,1980-81,2,0.0,,0,0,0
1,2,CBH,1,44,29,0,,NHL,0,9,,1981-82,14,11.1,,0,3,-2
