assists,year,games_played,points,goals,team,age,pim,plus_minus,league
11,1978-79,31,14,3,2 Teams,15,44,0,ON-Jr.A
10,1978-79,20,12,2,Markham Waxers,15,40,0,ON-Jr.A
1,1978-79,11,2,1,Richmond Hill Rams,15,4,0,ON-Jr.A
22,1979-80,42,48,26,2 Teams,16,43,0,ON-Jr.A
17,1979-80,29,34,17,Richmond Hill Rams,16,37,0,ON-Jr.A
5,1979-80,13,14,9,Belleville Bulls,16,6,0,ON-Jr.A
18,1980-81,25,28,10,2 Teams,17,26,0,ON-Jr.A
2,1980-81,5,3,1,Belleville Bulls,17,4,0,ON-Jr.A
16,1980-81,20,25,9,Richmond Hill Rams,17,22,0,ON-Jr.A
64,1981-82,45,112,48,Waterford Lakers,18,92,0,GLJHL
13,1982-83,24,20,7,Michigan State Spartans,19,8,0,CCHA
14,1983-84,44,32,18,Michigan State Spartans,20,40,0,CCHA
21,1984-85,44,47,26,Michigan State Spartans,21,48,0,CCHA
38,1985-86,44,97,59,Michigan State Spartans,22,65,0,CCHA
34,1986-87,58,61,27,New Haven Nighthawks,23,52,0,AHL
11,1987-88,8,18,7,Colorado Rangers,24,15,0,IHL
37,1988-89,53,69,32,Rochester Americans,25,53,0,AHL
55,1989-90,68,98,43,Rochester Americans,26,71,0,AHL
6,1990-91,18,16,10,New Haven Nighthawks,27,2,0,AHL
15,1995-96,21,23,8,Michigan K-Wings,32,20,0,IHL
6,1996-97,33,17,11,2 Teams,33,45,0,IHL
2,1996-97,14,9,7,Utah Grizzlies,33,33,0,IHL
4,1996-97,19,8,4,Detroit Vipers,33,12,0,IHL
2,1997-98,6,2,0,Detroit Vipers,34,2,1,IHL
1,1997-98,5,4,3,SC Bern,34,0,0,Swiss
