pim,team,assists,plus_minus,points,league,games_played,year,age,goals
40,Winnipeg Hawks,50,0,80,MMMHL,24,1988-89,14,30
40,Winnipeg Hawks,55,0,81,MMMHL,24,1989-90,15,26
40,Winnipeg Hawks,45,0,71,MMMHL,34,1990-91,16,26
32,St. James Canadians,25,0,49,MJHL,45,1991-92,17,24
16,Cornell Big Red,6,0,16,ECAC,26,1992-93,18,10
48,Cornell Big Red,14,0,18,ECAC,30,1993-94,19,4
10,Cornell Big Red,9,0,18,ECAC,28,1994-95,20,9
16,Cornell Big Red,19,0,43,ECAC,34,1995-96,21,24
42,Canada,14,0,24,Nat-Tm,54,1996-97,22,10
47,Canada,30,0,54,Nat-Tm,60,1997-98,23,24
4,SC Rapperswil-Jona,3,0,5,Swiss,8,1997-98,23,2
48,St. John\'s Maple Leafs,14,0,30,AHL,64,1998-99,24,16
8,Lowell Lock Monsters,10,-3,15,AHL,16,1999-00,25,5
0,Long Beach Ice Dogs,0,-1,0,IHL,1,1999-00,25,0
44,Lowell Lock Monsters,34,-5,51,AHL,72,2000-01,26,17
31,Manchester Monarchs,12,2,22,AHL,22,2001-02,27,10
