assists,team,goals,year,games_played,points,pim,age,plus_minus,league
33,Thetford Mines Fleur-de-Lys,29,1976-77,60,62,0,16,0,QJHL
37,Laval National,44,1977-78,72,81,63,17,0,QMJHL
55,Laval National,56,1978-79,72,111,130,18,0,QMJHL
70,2 Teams,86,1979-80,70,156,95,19,0,QMJHL
8,Trois-Rivieres Draveurs,13,1979-80,12,21,8,19,0,QMJHL
62,Chicoutimi Sagueneens,73,1979-80,58,135,87,19,0,QMJHL
7,Rochester Americans,8,1980-81,14,15,7,20,0,AHL
44,Rochester Americans,31,1981-82,57,75,55,21,0,AHL
14,2 Teams,16,1988-89,48,30,22,28,0,AHL
5,Moncton Hawks,7,1988-89,14,12,10,28,0,AHL
9,New Haven Nighthawks,9,1988-89,34,18,12,28,0,AHL
7,HC Caen,8,1989-90,8,15,10,29,0,France
