even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,BUF,0,4,20,0,,NHL,0,0,,1980-81,5,0,,0,1,1
1,2,BUF,2,2,22,0,,NHL,0,11,,1982-83,9,18.2,,1,4,3
0,2,BUF,0,2,23,0,,NHL,0,11,,1983-84,3,0.0,,0,2,-3
0,0,BUF,0,0,24,0,,NHL,0,0,,1984-85,1,0,,0,0,-2
2,0,WIN,2,2,26,2,,NHL,0,13,,1986-87,8,15.4,,0,2,-3
0,0,WIN,0,0,27,0,,NHL,0,1,,1987-88,1,0.0,,0,0,0
