goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.0,0,NHL,1,PIT,33,20,0,0,0,4,0,0,0,0,0,0,0,0,0,.810,1988-89,21,7.27,2,[],17
2.6,0,NHL,24,WIN,1093,22,9,109,1,71,0,-6.03,4,1,4,1,0,0,0,.875,1990-91,570,3.90,8,[],499
2.6,0,NHL,18,WIN,966,23,7,99,1,52,0,0.57,3,0,6,1,0,0,0,.889,1991-92,470,3.23,4,[],418
3.1,0,NHL,25,TOT,1302,24,12,106,0,80,0,-4.27,0,2,8,0,0,0,0,.878,1992-93,658,3.69,14,[],578
1.6,0,NHL,19,WIN,959,24,10,123,0,70,0,-12.92,0,0,5,0,0,0,0,.859,1992-93,496,4.38,10,[],426
1.5,0,NHL,6,WSH,343,24,2,0,0,10,0,0,0,2,3,0,0,0,0,.938,1992-93,162,1.75,4,[],152
3.9,0,NHL,32,WSH,1770,25,14,106,0,91,0,-5.27,2,2,13,0,0,0,0,.889,1993-94,817,3.08,6,[],726
1.6,0,NHL,13,TOT,596,26,3,88,2,21,0,2.86,3,0,3,2,0,0,0,.913,1994-95,240,2.11,2,[],219
0.7,0,NHL,8,WSH,394,26,3,0,1,16,0,0,2,0,1,1,0,0,0,.891,1994-95,147,2.44,2,[],131
0.9,0,NHL,5,CGY,202,26,0,0,1,5,0,0,1,0,2,1,0,0,0,.946,1994-95,93,1.49,0,[],88
5.3,0,NHL,43,CGY,2391,27,16,106,2,117,0,-6.58,3,3,19,2,0,0,0,.892,1995-96,1087,2.94,8,[],970
8.3,0,NHL,62,TOT,3373,28,29,102,1,152,0,-2.42,6,5,22,1,0,0,0,.903,1996-97,1570,2.70,12,[],1418
0.9,0,NHL,7,CGY,361,28,4,0,0,14,0,0,0,1,2,0,0,0,0,.910,1996-97,155,2.33,0,[],141
7.4,0,NHL,55,TBL,3012,28,25,102,1,138,0,-3.19,6,4,20,1,0,0,0,.902,1996-97,1415,2.75,12,[],1277
4.9,0,NHL,42,CGY,2419,29,22,114,1,116,0,-14.08,6,0,13,1,0,0,0,.893,1997-98,1087,2.88,14,[],971
3.0,0,NHL,23,WSH,1193,30,12,102,0,50,0,-1.13,3,2,4,0,0,0,0,.906,1998-99,530,2.51,2,[],480
0.2,0,NHL,3,TOT,119,31,1,0,0,6,0,0,0,0,1,0,0,0,0,.880,1999-00,50,3.03,0,[],44
0.1,0,NHL,1,ATL,59,31,1,0,0,4,0,0,0,0,0,0,0,0,0,.875,1999-00,32,4.07,0,[],28
0.1,0,NHL,2,COL,60,31,0,0,0,2,0,0,0,0,1,0,0,0,0,.889,1999-00,18,2.00,0,[],16
