year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2011-12,15,0,8,2,0,Russia U17,8,Metallurg Magnitogorsk U17,2
2011-12,15,35,79,20,0,Russia U16,32,Metallurg Magnitogorsk U16,55
2012-13,16,4,4,2,3,Russia U17 F,6,Metallurg Magnitogorsk U17,6
2012-13,16,5,6,13,0,Russia U17,10,Metallurg Magnitogorsk U17,18
2012-13,16,9,22,6,7,MHL,36,Stalnye Lisy Magnitogorsk,15
2012-13,16,0,0,1,0,WHC-17,6,Russia U17,1
2013-14,17,0,2,1,-1,VHL,3,Yuzhny Ural Orsk,1
2013-14,17,4,12,6,10,MHL,15,Stalnye Lisy Magnitogorsk,10
2013-14,17,1,26,6,0,WJAC-19,5,Russia U19,7
2013-14,17,2,2,5,0,WJC-18,5,Russia U18,7
2013-14,17,0,2,0,2,Hlinka Memor,4,Russia U18,0
2013-14,17,1,2,0,-1,KHL,16,Metallurg Magnitogorsk,1
2014-15,18,1,0,3,0,Internationa,7,Russia U20 (all),4
2014-15,18,1,0,3,1,WJC-20,7,Russia U20,4
2014-15,18,0,2,0,0,Internationa,2,Russia (all),0
2014-15,18,0,2,0,-1,EHT,2,Russia,0
2014-15,18,6,10,4,-2,KHL,41,Metallurg Magnitogorsk,10
2015-16,19,5,32,1,-1,WJC-20,7,Russia U20,6
2015-16,19,15,35,22,-5,AHL,57,Milwaukee Admirals,37
2016-17,20,21,59,30,11,AHL,70,Milwaukee Admirals,51
