pim,team,assists,plus_minus,points,league,games_played,year,age,goals
25,Victoria Cougars,4,0,7,WHL,25,1985-86,16,3
112,Victoria Cougars,39,0,57,WHL,72,1986-87,17,18
79,Victoria Cougars,57,0,83,WHL,69,1987-88,18,26
136,Victoria Cougars,65,0,100,WHL,70,1988-89,19,35
71,New Haven Nighthawks,39,0,59,AHL,77,1989-90,20,20
84,New Haven Nighthawks,29,0,40,AHL,79,1990-91,21,11
50,Adirondack Red Wings,20,0,29,AHL,61,1991-92,22,9
100,Adirondack Red Wings,53,0,85,AHL,79,1992-93,23,32
58,Utah Grizzlies,21,0,35,IHL,59,1995-96,26,14
70,Binghamton Rangers,36,0,48,AHL,75,1996-97,27,12
59,ERC Ingolstadt,19,0,28,German-2,19,1997-98,28,9
33,San Antonio Dragons,33,-3,46,IHL,54,1997-98,28,13
67,Utah Grizzlies,22,10,47,IHL,79,1998-99,29,25
81,Utah Grizzlies,31,17,46,IHL,80,1999-00,30,15
52,Schwenninger Wild Wings,15,0,24,Germany,59,2000-01,31,9
32,Schwenninger Wild Wings,10,0,14,Germany,36,2001-02,32,4
