assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1927-28,1,0,0,Fort William Forts,18,2,0,TBSHL
0,1929-30,30,1,1,Detroit Olympics,20,19,0,IHL
8,1930-31,47,12,4,Detroit Olympics,21,52,0,IHL
3,1931-32,44,5,2,Cleveland Indians,22,54,0,IHL
8,1932-33,39,22,14,Cleveland Indians,23,45,0,IHL
9,1933-34,42,18,9,Windsor/London,24,30,0,IHL
25,1934-35,43,41,16,Cleveland Falcons,25,44,0,IHL
36,1935-36,48,53,17,Cleveland Falcons,26,45,0,IHL
8,1936-37,33,14,6,2 Teams,27,15,0,IAHL
4,1936-37,17,7,3,Cleveland Barons,27,11,0,IAHL
4,1936-37,16,7,3,Springfield Indians,27,4,0,IAHL
6,1937-38,25,12,6,St. Louis Flyers,28,10,0,AHA
7,1937-38,18,12,5,Seattle Seahawks,28,10,0,PCHL
25,1938-39,47,40,15,Seattle Seahawks,29,32,0,PCHL
14,1939-40,40,40,26,Seattle Seahawks,30,20,0,PCHL
31,1940-41,47,59,28,Seattle Olympics,31,32,0,PCHL
35,1941-42,56,51,16,Philadelphia Ramblers,32,12,0,AHL
33,1942-43,56,48,15,Hershey Bears,33,31,0,AHL
6,1943-44,5,17,11,Seattle Ironmen,34,18,0,PCHL
12,1943-44,41,15,3,Hershey Bears,34,14,0,AHL
