assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1929-30,2,0,0,Detroit Olympics,20,0,0,IHL
5,1933-34,6,7,2,Windsor/London,24,2,0,IHL
0,1934-35,2,0,0,Cleveland Falcons,25,0,0,IHL
0,1935-36,2,0,0,Cleveland Falcons,26,2,0,IHL
1,1936-37,4,1,0,Springfield Indians,27,0,0,IAHL
0,1937-38,4,0,0,Seattle Seahawks,28,0,0,PCHL
2,1938-39,7,4,2,Seattle Seahawks,29,12,0,PCHL
0,1940-41,2,0,0,Seattle Olympics,31,0,0,PCHL
2,1942-43,6,2,0,Hershey Bears,33,2,0,AHL
0,1943-44,3,0,0,Hershey Bears,34,0,0,AHL
