pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Windsor Royals,44,0,70,ON-Jr.B,35,1977-78,16,26
0,Windsor Spitfires,2,0,3,OMJHL,3,1977-78,16,1
39,Kitchener Rangers,17,0,37,OMJHL,62,1978-79,17,20
143,Kitchener Rangers,34,0,71,OMJHL,54,1979-80,18,37
215,Kitchener Rangers,50,0,87,OMJHL,64,1980-81,19,37
50,New Brunswick Hawks,21,0,32,AHL,52,1981-82,20,11
119,St. Catharines Saints,17,0,36,AHL,64,1982-83,21,19
76,St. Catharines Saints,24,0,56,AHL,70,1983-84,22,32
56,Fort Wayne Komets,46,0,74,IHL,60,1984-85,23,28
36,Fort Wayne Komets,37,0,61,IHL,48,1985-86,24,24
90,St. John\'s Capitals,55,0,102,Nfld-Sr.,47,1987-88,26,47
8,ESV Kaufbeuren,6,0,14,W.German,36,1988-89,27,8
30,Augsburger EV,23,0,37,W.Ger-2,48,1989-90,28,14
32,Augsburger EV,44,0,64,German-2,52,1990-91,29,20
32,Augsburger EV,17,0,27,German-2,46,1991-92,30,10
