pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Mora IK U18,2,0,4,Swe-U18,5,2006-07,16,2
28,Mora IK Jr.,4,0,4,Swe-Jr.,36,2006-07,16,0
12,Mora IK U18,5,0,9,Swe-U18,9,2007-08,17,4
54,Mora IK Jr.,7,0,12,Swe-Jr.,37,2007-08,17,5
0,Mora IK,0,0,0,Sweden,1,2007-08,17,0
2,Mora IK,0,0,0,Sweden-Q,6,2007-08,17,0
2,Sweden,0,0,1,WJ18-A,6,2007-08,17,1
0,Mora IK,0,0,0,SEL,1,2007-08,17,0
32,Mora IK Jr.,5,0,8,Swe-Jr.,21,2008-09,18,3
12,Mora IK,11,0,13,Sweden-2,38,2008-09,18,2
12,Mora IK,11,7,13,Swe-1,38,2008-09,18,2
54,Mora IK,21,0,22,Sweden-2,41,2009-10,19,1
6,Sweden,0,0,1,WJC-A,6,2009-10,19,1
54,Mora IK,21,10,22,Swe-1,41,2009-10,19,1
38,Brynas IF Gavle,23,0,33,Sweden,55,2010-11,20,10
38,Brynas IF Gavle,23,10,33,SEL,55,2010-11,20,10
55,Brynas IF Gavle,8,0,17,Sweden,41,2011-12,21,9
55,Brynas IF Gavle,8,1,17,SEL,41,2011-12,21,9
30,Milwaukee Admirals,22,15,32,AHL,59,2012-13,22,10
8,Sweden,5,1,7,WC,10,2013-14,23,2
2,Sweden,0,-2,0,EHT,3,2013-14,23,0
10,Sweden (all),5,-1,7,Internationa,13,2013-14,23,2
6,Sweden (all),3,2,3,Internationa,8,2014-15,24,0
6,Sweden,3,2,3,WC,8,2014-15,24,0
2,Sweden (all),0,-4,1,Internationa,2,2015-16,25,1
2,Sweden,0,-4,1,WC,2,2015-16,25,1
0,Sweden (all),0,0,0,Internationa,4,2016-17,26,0
2,Sweden,0,2,0,WCup,4,2016-17,26,0
