average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,2,0,0,0,NHL,18,1,0,2,2,4,0,1,0,0,0,0,0,1994-95,BUF,1,0,1,0,25.0,,1,[]
,0,0,0,0,0,NHL,19,0,0,0,0,1,0,0,0,0,0,0,0,1995-96,BUF,0,0,0,0,0.0,,4,[]
,0,7,1,0,0,NHL,20,3,0,18,4,31,0,4,0,0,0,0,0,1996-97,BUF,4,0,3,0,12.9,,28,[]
,0,24,2,1,0,NHL,21,8,0,34,11,91,0,10,0,1,1,3,0,1997-98,BUF,12,0,12,0,13.2,,63,[]
17:30,0,47,3,1,0,NHL,22,25,0,56,23,128,0,10,0,5,1,5,0,1998-99,BUF,16,0,31,0,12.5,1365,78,"[{'link': '/awards/voting-1999.html#selke', 'name': 'Selke-5'}]"
18:11,0,51,4,0,0,NHL,23,25,0,42,19,149,0,17,0,5,0,4,0,1999-00,BUF,22,0,29,0,14.8,1345,74,[]
16:34,0,32,0,1,0,NHL,24,19,0,34,15,105,0,7,0,2,1,2,0,2000-01,BUF,10,0,22,0,9.5,1160,70,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-13'}]"
17:48,0,37,5,1,0,NHL,25,13,0,32,-4,171,0,15,0,4,1,3,0,2001-02,BUF,20,0,17,0,11.7,1460,82,[]
16:53,0,31,4,4,0,NHL,26,10,0,40,4,144,0,8,0,3,0,6,0,2002-03,BUF,15,0,16,0,10.4,1249,74,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-25'}]"
16:35,0,25,2,1,0,NHL,27,12,0,36,3,138,0,8,0,2,1,1,0,2003-04,TOT,11,0,14,0,8.0,1326,80,[]
16:36,0,21,2,1,0,NHL,27,11,0,30,2,117,0,6,0,2,0,1,0,2003-04,BUF,9,0,12,0,7.7,1129,68,[]
16:26,0,4,0,0,0,NHL,27,1,0,6,1,21,0,2,0,0,1,0,0,2003-04,SJS,2,0,2,0,9.5,197,12,[]
13:39,0,15,0,1,0,NHL,29,6,0,38,-9,84,0,4,0,0,1,3,0,2005-06,CHI,5,0,10,0,6.0,969,71,[]
13:10,0,20,3,2,0,NHL,30,10,0,56,-2,84,0,6,0,0,1,1,0,2006-07,SJS,8,0,12,0,9.5,1027,78,"[{'link': '/awards/voting-2007.html#selke', 'name': 'Selke-57'}]"
10:49,60,9,0,0,20,NHL,31,4,106,10,4,38,59.2,5,73,0,0,0,7,2007-08,SJS,5,30,4,8,13.2,357,33,[]
