age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,0.0,0,2,0,NHL,9,0,1996-97,0,7,0,,0,4,,MDA,2
25,,0.0,0,0,-1,NHL,5,0,1997-98,0,4,0,,0,4,,PIT,0
