assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Medicine Hat Tigers,0,1983-84,14,0,0,17,0,WHL
9,Medicine Hat Tigers,6,1984-85,10,15,17,18,0,WHL
15,Medicine Hat Tigers,8,1985-86,25,23,32,19,0,WHL
0,Moncton Golden Flames,0,1986-87,4,0,2,20,0,AHL
3,Maine Mariners,1,1987-88,7,4,4,21,0,AHL
3,AS Varese,3,1989-90,6,6,0,23,0,Italy
6,Cincinnati Cyclones,2,1993-94,11,8,24,27,0,IHL
2,Schwenninger Wild Wings,0,1995-96,4,2,10,29,0,Germany
5,Schwenninger Wild Wings,2,1996-97,5,7,18,30,0,Germany
4,Adler Mannheim,3,1997-98,10,7,22,31,0,Germany
8,Adler Mannheim,1,1998-99,12,9,14,32,0,Germany
2,Adler Mannheim,3,1998-99,4,5,2,32,0,EuroHL
1,Adler Mannheim,1,1999-00,5,2,4,33,0,Germany
2,Adler Mannheim,0,2000-01,12,2,18,34,0,Germany
