assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Medicine Hat Tigers,5,1983-84,72,19,39,17,0,WHL
45,Medicine Hat Tigers,18,1984-85,70,63,61,18,0,WHL
39,Medicine Hat Tigers,22,1985-86,58,61,45,19,0,WHL
19,Moncton Golden Flames,2,1986-87,69,21,21,20,0,AHL
30,Maine Mariners,5,1987-88,69,35,65,21,0,AHL
38,Canada,8,1988-89,61,46,44,22,0,Nat-Tm
1,Canada,3,1989-90,11,4,4,23,0,Nat-Tm
36,AS Varese,13,1989-90,29,49,16,23,0,Italy
30,Canada,12,1990-91,57,42,62,24,0,Nat-Tm
22,Canada,12,1991-92,48,34,50,25,0,Nat-Tm
3,Canada,3,1991-92,8,6,6,25,0,Olympics
3,Hershey Bears,1,1992-93,9,4,4,26,0,AHL
43,Cincinnati Cyclones,15,1993-94,80,58,50,27,0,IHL
35,Detroit Vipers,4,1994-95,62,39,32,28,0,IHL
32,Schwenninger Wild Wings,9,1995-96,49,41,61,29,0,Germany
41,Schwenninger Wild Wings,15,1996-97,47,56,82,30,0,Germany
3,Hershey Bears,1,1996-97,9,4,4,30,0,AHL
24,Adler Mannheim,5,1997-98,40,29,95,31,0,Germany
4,Adler Mannheim,1,1997-98,4,5,2,31,0,EuroHL
28,Adler Mannheim,15,1998-99,52,43,86,32,0,Germany
3,Adler Mannheim,2,1998-99,5,5,10,32,0,EuroHL
26,Adler Mannheim,11,1999-00,50,37,66,33,0,Germany
1,Adler Mannheim,0,1999-00,5,1,6,33,0,EuroHL
21,Adler Mannheim,6,2000-01,60,27,55,34,0,Germany
