year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,17,2,38,0,0,Swe-Jr.,34,Huddinge IK Jr.,2
1999-00,17,0,0,3,0,Swe-U18,7,Huddinge IK U18,3
2000-01,18,6,16,1,0,Swe-Jr.,23,Huddinge IK Jr.,7
2000-01,18,0,0,0,0,Sweden-3,1,Huddinge IK,0
2001-02,19,4,30,7,0,Sweden-2,42,Huddinge IK,11
2001-02,19,0,0,0,0,Swe-Jr.,1,Huddinge IK Jr.,0
2001-02,19,0,4,0,-1,WJC-A,7,Sweden,0
2002-03,20,4,65,6,0,Sweden,48,Djurgardens IF Stockholm,10
2003-04,21,1,54,5,0,Sweden,44,Djurgardens IF Stockholm,6
2004-05,22,2,0,4,0,Swe-Jr.,5,Djurgardens IF Stockholm Jr.,6
2004-05,22,1,47,5,0,Sweden,38,2 Teams,6
2004-05,22,0,4,1,0,Sweden,3,Brynas IF Gavle,1
2004-05,22,1,43,4,0,Sweden,35,Djurgardens IF Stockholm,5
2005-06,23,1,12,10,-2,AHL,16,Toronto Marlies,11
2006-07,24,3,32,14,1,AHL,47,Toronto Marlies,17
2007-08,25,3,14,7,14,AHL,26,Toronto Marlies,10
2008-09,26,9,59,25,4,AHL,59,2 Teams,34
2008-09,26,7,46,18,1,AHL,42,Toronto Marlies,25
2008-09,26,2,13,7,3,AHL,17,Hershey Bears,9
2009-10,27,5,24,23,1,AHL,44,Abbotsford Heat,28
2010-11,28,0,0,0,1,AHL,1,Abbotsford Heat,0
2010-11,28,7,14,13,0,Sweden,45,Djurgardens IF Stockholm,20
2010-11,28,1,4,3,3,WC-A,9,Sweden,4
2011-12,29,4,28,13,0,KHL,52,Severstal Cherepovets,17
2011-12,29,1,2,1,5,WC-A,8,Sweden,2
2012-13,30,10,14,12,0,KHL,50,Lokomotiv Yaroslavl,22
2012-13,30,0,4,1,3,WC-A,10,Sweden,1
