goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
4.4,0,NHL,28,PIT,1532,21,11,0,0,86,0,0,1,2,14,0,0,0,0,0,1978-79,0,3.37,0,[],0
6.4,0,NHL,44,PIT,2586,22,18,0,3,157,0,0,7,2,18,3,0,0,0,0,1979-80,0,3.64,14,[],0
8.3,0,NHL,63,PIT,3721,23,0,0,2,0,0,0,10,0,25,2,0,0,0,0,1980-81,0,4.16,6,[],0
7.4,0,NHL,55,HAR,3201,24,30,0,0,229,0,0,12,0,11,0,0,0,0,0,1981-82,0,4.29,2,[],0
5.2,0,NHL,60,HAR,3520,25,0,0,2,0,0,0,6,1,14,2,0,0,0,0,1982-83,0,4.81,8,[],0
10.4,0,NHL,0,HAR,0,26,30,96,3,0,0,8.88,0,2,21,3,0,0,0,.878,1983-84,0,3.70,10,[],0
6.4,0,NHL,54,TOT,3266,27,0,114,0,222,0,-26.46,7,1,18,0,0,0,0,.858,1984-85,1559,4.08,4,[],1337
5.1,0,NHL,44,HAR,2659,27,22,116,0,187,0,-25.45,6,1,16,0,0,0,0,.855,1984-85,1288,4.22,4,[],1101
1.4,0,NHL,10,STL,607,27,7,0,0,35,0,0,1,0,2,0,0,0,0,.871,1984-85,271,3.46,0,[],236
7.1,0,NHL,36,STL,2168,28,16,90,1,129,0,14.32,6,1,14,1,0,0,0,.887,1985-86,1140,3.57,8,[],1011
5.7,0,NHL,42,STL,2482,29,18,106,2,146,0,-7.81,0,0,15,2,0,0,0,.873,1986-87,1152,3.53,12,[],1006
7.6,0,NHL,48,STL,2854,30,19,100,0,167,0,0.75,7,1,21,0,0,0,0,.880,1987-88,1396,3.51,4,[],1229
7.6,0,NHL,52,STL,3019,31,20,100,0,170,0,0.16,7,0,22,0,0,0,0,.880,1988-89,1411,3.38,4,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1989.html#vezina', 'name': 'Vezina-5'}]",1241
6.9,0,NHL,49,TOT,2900,32,25,108,1,188,0,-13.15,5,1,19,1,0,0,0,.872,1989-90,1471,3.89,0,[],1283
3.4,0,NHL,21,STL,1245,32,7,92,0,61,0,5.09,3,1,11,0,0,0,0,.890,1989-90,556,2.94,0,[],495
2.1,0,NHL,18,QUE,1080,32,14,123,0,95,0,-17.97,1,0,3,0,0,0,0,.853,1989-90,648,5.28,0,[],553
1.4,0,NHL,10,CHI,575,32,4,0,1,32,0,0,1,0,5,1,0,0,0,.880,1989-90,267,3.34,0,[],235
0.1,0,NHL,3,CHI,58,33,1,0,0,4,0,0,0,0,0,0,0,0,0,.875,1990-91,32,4.14,0,[],28
1.3,0,NHL,10,DET,487,34,2,0,0,22,0,0,3,0,3,0,0,0,0,.896,1991-92,212,2.71,0,[],190
