assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,MODO Hockey Ornskoldsvik U18,3,2005-06,8,6,14,15,0,Swe-U18
1,MODO Hockey Ornskoldsvik Jr.,0,2005-06,10,1,8,15,0,Swe-Jr.
0,MODO Hockey Ornskoldsvik U18,3,2006-07,3,3,29,16,0,Swe-U18
12,MODO Hockey Ornskoldsvik Jr.,13,2006-07,34,25,30,16,0,Swe-Jr.
1,MODO Hockey Ornskoldsvik Jr.,2,2007-08,6,3,26,17,0,Swe-Jr.
2,MODO Hockey Ornskoldsvik,2,2007-08,39,4,44,17,0,Sweden
1,Sweden,0,2007-08,6,1,4,17,0,WJC-A
3,Sweden,1,2007-08,4,4,10,17,0,WJ18-A
2,MODO Hockey Ornskoldsvik,2,2007-08,39,4,44,17,1,SEL
2,MODO Hockey Ornskoldsvik Jr.,0,2008-09,2,2,10,18,0,Swe-Jr.
14,MODO Hockey Ornskoldsvik,7,2008-09,43,21,52,18,0,Sweden
2,Sweden,0,2008-09,6,2,6,18,0,WJC-A
14,MODO Hockey Ornskoldsvik,7,2008-09,43,21,52,18,21,SEL
1,Sweden,1,2009-10,9,2,6,19,5,WC-A
1,Sweden,0,2011-12,8,1,14,21,-1,WC-A
20,Astana Barys,1,2012-13,26,21,70,22,18,KHL
21,Barys Astana,1,2012-13,26,22,70,22,0,KHL
1,Sweden (all),1,2016-17,4,2,0,26,4,Internationa
0,Sweden,1,2016-17,4,1,0,26,-1,WCup
