shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
4.4,0,2009-10,79,15,1543,0,46,216,90,1,4,-3,16,TBL,4,14,0,19,0,NHL,0,95,20:51,57,74,0,20,"[{'link': '/awards/voting-2010.html#calder', 'name': 'Calder-9'}]",0
3.0,0,2010-11,70,20,1660,0,64,243,101,3,3,3,23,TBL,3,48,0,20,0,NHL,0,85,21:01,54,79,0,26,[],0
6.1,0,2011-12,65,13,1409,1,35,192,82,4,5,-9,18,TBL,5,33,0,21,0,NHL,0,127,23:06,96,61,0,23,[],0
5.3,0,2012-13,31,14,997,0,42,156,76,2,4,1,16,TBL,4,17,0,22,0,NHL,0,84,22:40,56,44,0,20,[],0
7.6,0,2013-14,53,25,1683,6,44,342,170,11,10,5,42,TBL,13,34,0,23,2,NHL,0,101,22:26,86,75,0,55,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2014.html#norris', 'name': 'Norris-9'}]",3
8.7,0,2014-15,40,20,1338,0,67,249,115,8,7,12,28,TBL,10,29,0,24,2,NHL,0,111,22:41,51,59,0,38,[],3
5.6,0,2015-16,46,26,1799,1,62,395,180,10,9,21,37,TBL,10,48,0,25,0,NHL,0,132,23:04,62,78,0,47,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2016.html#norris', 'name': 'Norris-7'}]",1
9.6,0,2016-17,47,27,1936,0,73,397,166,29,12,3,56,TBL,16,39,0,26,5,NHL,0,132,24:30,93,79,0,72,"[{'link': '/awards/nhl_all_star.html#2017', 'name': None}, {'link': '/awards/voting-2017.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2017.html#byng', 'name': 'Byng-38'}, {'link': '/awards/voting-2017.html#hart', 'name': 'Hart-14'}, {'link': '/awards/voting-2017.html#norris', 'name': 'Norris-3'}]",4
