goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2001-02,59,1184,1,0,0,0,0,0,Billings Bulls,2,0,0,2.99,16,AWHL,0,0,24,0,13,7
0,0,0,2002-03,81,1519,2,0,0,0,0,0,U.S. National Team Development Program,1,0,0,3.20,17,U-18,0,0,27,0,7,12
0,0,0,2002-03,14,255,0,0,0,0,0,0,U.S. National Team Development Program,0,0,0,3.29,17,NAHL,0,0,5,0,2,3
0,0,0,2002-03,4,120,0,0,0,0,0,0,United States,0,0,0,2.00,17,WJ18-A,0,0,2,0,1,1
0,0,0,2003-04,81,1499,2,2,0,0,0,1,U. of Nebraska-Omaha,0,0,0,3.24,18,CCHA,0,0,27,1,5,17
0,0,0,2004-05,106,2190,4,4,0,0,0,3,U. of Nebraska-Omaha,1,0,0,2.90,19,CCHA,0,0,37,3,19,14
0,0,0,2005-06,31,459,1,2,0,225,256,2,Hartford Wolf Pack,0,0,0,4.05,20,AHL,.879,0,9,2,3,2
0,0,0,2005-06,84,1229,1,2,0,658,742,0,Charlotte Checkers,0,0,0,4.10,20,ECHL,.887,0,23,0,7,11
0,0,0,2006-07,8,240,0,0,0,90,98,0,Hartford Wolf Pack,0,0,0,2.00,21,AHL,.918,0,6,0,2,1
0,0,0,2006-07,139,2650,2,4,0,1230,1369,5,Charlotte Checkers,1,0,0,3.15,21,ECHL,.898,0,45,5,24,18
0,0,0,2007-08,18,447,0,2,0,174,192,0,Hartford Wolf Pack,0,0,0,2.42,22,AHL,.906,0,9,0,5,3
0,0,0,2007-08,82,1808,2,6,0,879,961,0,Charlotte Checkers,3,0,0,2.72,22,ECHL,.915,0,32,0,15,13
0,0,0,2008-09,32,1111,2,2,0,435,467,0,Peoria Rivermen,1,0,0,1.73,23,AHL,.931,0,20,0,10,6
0,0,0,2008-09,9,300,0,0,0,159,168,0,Alaska Aces,1,0,0,1.80,23,ECHL,.946,0,5,0,3,2
0,0,0,2009-10,92,1872,1,2,0,879,971,0,Binghamton Senators,4,1,0,2.95,24,AHL,.905,0,33,1,16,15
0,0,0,2009-10,45,896,1,4,0,401,446,1,Elmira Jackals,0,0,0,3.01,24,ECHL,.899,0,15,1,9,5
0,0,0,2010-11,81,1966,0,2,0,0,0,0,Dynamo Riga,1,0,0,2.47,25,KHL,0,0,33,0,0,0
