assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,HC Ceske Budejovice U17,0,2004-05,2,0,0,13,0,CzR-U17
3,HC Ceske Budejovice U17,5,2005-06,34,8,10,14,0,CzR-U17
16,HC Ceske Budejovice U17,22,2006-07,24,38,38,15,0,CzR-U17
4,HC Ceske Budejovice Jr.,1,2006-07,16,5,6,15,0,CzRep-Jr.
2,HC Ceske Budejovice U17,3,2007-08,2,5,0,16,0,CzR-U17
11,HC Ceske Budejovice Jr.,17,2007-08,34,28,14,16,0,CzRep-Jr.
0,HC Mountfield Ceske Budejovice,0,2007-08,1,0,0,16,0,CzRep
1,Czech Republic,1,2007-08,6,2,0,16,0,WJ18-B
17,HC Ceske Budejovice Jr.,16,2008-09,31,33,14,17,0,CzRep-Jr.
0,HC Mountfield Ceske Budejovice,1,2008-09,17,1,0,17,0,CzRep
1,Czech Republic,2,2008-09,6,3,4,17,0,WJ18-A
26,Chilliwack Bruins,21,2009-10,66,47,39,18,15,WHL
1,Czech Republic,1,2009-10,6,2,0,18,0,WJC-A
52,Chilliwack Bruins,26,2010-11,64,78,60,19,-7,WHL
1,Czech Republic,0,2010-11,5,1,4,19,-2,WJC-A
2,Abbotsford Heat,2,2011-12,14,4,6,20,-4,AHL
14,Abbotsford Heat,16,2012-13,59,30,24,21,-8,AHL
5,Abbotsford Heat,2,2013-14,13,7,6,22,-4,AHL
27,Oklahoma City Barons,21,2013-14,53,48,16,22,14,AHL
13,Vityaz Podolsk,18,2014-15,53,31,26,23,-3,KHL
1,Czech Republic (all),0,2014-15,3,1,0,23,2,Internationa
1,Czech Republic,0,2014-15,3,1,0,23,2,EHT
