assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1920-21,3,1,1,Toronto Aura Lee,18,0,0,OHA-Jr.
0,1921-22,6,10,10,Toronto Aura Lee,19,0,0,OHA-Jr.
0,1924-25,2,1,1,Toronto Aura Lee,22,0,0,OHA-Sr.
