assists,year,games_played,points,goals,team,age,pim,plus_minus,league
28,1975-76,42,48,20,Windsor Spitfires,18,24,0,OMJHL
39,1976-77,64,74,35,2 Teams,19,138,0,OMJHL
38,1976-77,59,68,30,Niagara Falls Flyers,19,127,0,OMJHL
1,1976-77,5,6,5,Windsor Spitfires,19,11,0,OMJHL
8,1977-78,25,20,12,Phoenix Roadrunners,20,16,0,CHL
1,1977-78,9,3,2,Hampton Gulls,20,4,0,AHL
27,1978-79,60,47,20,Philadelphia Firebirds,21,52,0,AHL
22,1979-80,53,41,19,2 Teams,22,112,0,CHL
4,1979-80,13,7,3,Fort Worth Texans,22,22,0,CHL
18,1979-80,40,34,16,Birmingham Bulls,22,90,0,CHL
42,1980-81,61,66,24,2 Teams,23,163,0,CHL
34,1980-81,49,50,16,Birmingham Bulls,23,135,0,CHL
8,1980-81,12,16,8,Wichita Wind,23,28,0,CHL
21,1981-82,28,30,9,Oklahoma City Stars,24,35,0,CHL
33,1982-83,51,48,15,Colorado Flames,25,61,0,CHL
