age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,5.9,1,1,3,NHL,17,0,2002-03,1,17,1,230,0,4,,OTT,2
21,,0.0,0,0,0,NHL,5,0,2003-04,0,4,0,59,0,6,,OTT,0
23,,0.0,0,4,1,NHL,9,0,2005-06,0,10,0,125,0,8,,OTT,4
24,,11.1,2,4,-2,NHL,20,0,2006-07,1,18,2,466,0,24,,OTT,6
25,,0.0,0,1,0,NHL,4,0,2007-08,0,1,0,69,0,2,3,OTT,1
27,,0.0,0,2,-2,NHL,6,0,2009-10,0,2,0,135,0,4,4,OTT,2
29,,6.3,1,1,7,NHL,0,0,2011-12,0,16,1,386,0,10,45,NJD,2
32,,0,0,0,0,NHL,1,0,2014-15,0,0,0,14,0,2,1,NSH,0
