giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,57,0,20,0,0,75,16,0,3,884,OTT,0,0,[],4.0,3,13,-4,3,0,0,2002-03,0,15:30,0,40,0,10
0,NHL,19,0,21,0,0,15,3,0,0,248,OTT,0,0,[],6.7,1,2,1,1,0,0,2003-04,0,13:04,0,8,0,2
0,NHL,75,0,23,0,0,82,17,0,0,1354,OTT,0,0,[],4.9,4,13,21,4,0,0,2005-06,0,18:03,0,53,1,12
0,NHL,78,0,24,0,0,85,19,0,1,1660,OTT,0,0,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-20'}, {'link': '/awards/voting-2007.html#norris', 'name': 'Norris-21'}]",1.2,1,18,37,1,0,0,2006-07,0,21:17,0,67,4,13
32,NHL,67,1,25,0,169,71,15,153,0,1374,OTT,23,0,[],1.4,1,14,14,1,0,0,2007-08,209,20:31,0,55,3,11
29,NHL,68,1,26,0,183,79,10,182,0,1370,OTT,23,0,[],2.5,2,8,-10,2,0,0,2008-09,180,20:08,0,36,2,6
39,NHL,64,0,27,0,162,69,14,152,0,1324,OTT,17,0,"[{'link': '/awards/voting-2010.html#norris', 'name': 'Norris-18'}]",5.8,4,10,2,4,0,0,2009-10,171,20:41,0,38,1,9
19,NHL,57,0,28,0,132,65,8,125,0,1032,NJD,7,0,[],0.0,0,8,3,0,0,0,2010-11,106,18:06,0,36,0,8
15,NHL,72,1,29,0,147,63,11,177,0,1294,NJD,14,0,[],3.2,2,9,3,2,0,0,2011-12,125,17:59,0,34,1,8
10,NHL,37,0,30,0,77,38,5,51,0,594,NJD,7,0,[],2.6,1,4,-1,1,0,0,2012-13,50,16:03,0,37,0,4
9,NHL,56,0,31,0,114,42,8,129,0,940,NJD,9,0,[],0.0,0,8,3,0,0,0,2013-14,91,16:47,0,20,1,7
13,NHL,46,0,32,0,79,35,7,93,0,606,NSH,3,0,[],0.0,0,7,4,0,0,0,2014-15,48,13:11,0,14,0,7
