age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,0.0,0,0,-3,NHL,4,0,1998-99,0,10,0,86,0,0,,OTT,0
25,,5.3,0,1,-8,NHL,6,0,1999-00,0,19,1,145,1,0,,OTT,2
26,,0.0,0,0,0,NHL,4,0,2000-01,0,14,0,90,0,0,,OTT,0
27,,10.5,2,1,4,NHL,12,0,2001-02,0,19,2,245,0,4,,OTT,3
28,,5.3,1,3,-2,NHL,12,0,2002-03,0,19,1,250,0,0,,VAN,4
29,,5.3,0,2,-3,NHL,7,0,2003-04,0,19,1,161,1,2,,VAN,3
32,,0.0,0,1,0,NHL,10,0,2006-07,0,27,0,259,0,4,,VAN,1
34,,25.0,1,4,0,NHL,7,0,2008-09,2,12,3,130,2,2,30,VAN,7
35,,5.6,0,5,2,NHL,12,0,2009-10,0,18,1,248,1,2,48,VAN,6
36,,9.1,0,2,-4,NHL,21,0,2010-11,1,33,3,404,3,2,76,VAN,5
37,,0.0,0,0,-3,NHL,5,0,2011-12,0,5,0,94,0,2,18,VAN,0
39,,0,0,0,-2,NHL,2,0,2013-14,0,0,0,30,0,0,3,TBL,0
