power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,10,10,0,NHL,1953-54,22,2,MTL,,0,4,0,0,0,,,0,0
0,0,13,0,NHL,1954-55,23,6,MTL,,7,18,0,0,0,,,0,0
0,0,0,0,NHL,1955-56,24,0,MTL,,7,22,0,0,0,,SC,0,0
0,0,12,0,NHL,1956-57,25,6,MTL,,6,15,0,0,0,,SC,0,0
0,10,12,0,NHL,1957-58,26,4,MTL,,8,10,0,0,0,,SC,0,0
0,3,5,0,NHL,1958-59,27,1,MTL,,4,4,0,0,0,,SC,0,0
0,8,7,0,NHL,1959-60,28,5,MTL,,2,6,7,0,34,,SC,14.7,0
0,6,5,0,NHL,1960-61,29,0,MTL,,5,0,2,0,21,,,0.0,0
0,6,3,0,NHL,1961-62,30,2,MTL,,1,4,-3,0,14,,,14.3,0
0,5,3,0,NHL,1962-63,31,2,MTL,,1,2,-1,0,14,,,14.3,0
0,5,2,0,NHL,1963-64,32,2,MTL,,0,18,-2,0,8,,,25.0,0
0,13,16,0,NHL,1964-65,33,8,MTL,,8,34,-1,0,55,,SC,14.5,0
0,10,10,0,NHL,1965-66,34,5,MTL,,5,6,4,0,37,,SC,13.5,0
0,10,11,0,NHL,1966-67,35,6,MTL,,5,0,2,0,47,,,12.8,0
3,10,11,1,NHL,1967-68,36,7,MTL,,4,6,4,0,41,,SC,17.1,4
1,0,15,1,NHL,1968-69,37,5,MTL,,0,8,2,0,37,,SC,13.5,4
2,0,22,0,NHL,1970-71,39,6,MTL,,0,28,13,0,57,,SC,10.5,4
