assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,HC Pardubice,6,1993-94,22,9,0,17,0,CzRep
13,HC Pardubice,11,1994-95,43,24,6,18,0,CzRep
3,Czech Republic,1,1994-95,7,4,14,18,0,WJC-A
7,HC Pojistovna IB Pardubice,13,1995-96,37,20,0,19,0,CzRep
0,Czech Republic,0,1995-96,6,0,0,19,0,WJC-A
11,HC Pojistovna IB Pardubice,27,1996-97,51,38,10,20,0,CzRep
19,HC IPB Pojistovna Pardubice,26,1997-98,48,45,20,21,0,CzRep
0,Czech Republic,0,1997-98,4,0,2,21,0,Olympics
0,Czech Republic,0,1997-98,1,0,0,21,0,WC-A
0,Czech Republic,1,2001-02,4,1,0,25,-2,Olympics
1,Czech Republic,5,2002-03,7,6,2,26,4,WC-A
2,Czech Republic,3,2004-05,4,5,2,28,1,W-Cup
26,HC Moeller Pardubice,25,2004-05,48,51,14,28,0,CzRep
1,Czech Republic,2,2005-06,8,3,2,29,-5,Olympics
