pim,team,assists,plus_minus,points,league,games_played,year,age,goals
205,Battlefords North Stars,20,0,27,SJHL,58,2000-01,17,7
247,Battlefords North Stars,23,0,39,SJHL,60,2001-02,18,16
248,Battlefords North Stars,46,0,63,SJHL,55,2002-03,19,17
61,St. Lawrence University,13,0,18,ECAC,40,2003-04,20,5
68,St. Lawrence University,12,0,19,ECAC,37,2004-05,21,7
32,St. Lawrence University,9,0,10,ECAC,24,2005-06,22,1
74,St. Lawrence University,19,0,25,ECAC,39,2006-07,23,6
115,Manchester Monarchs,11,4,12,AHL,54,2007-08,24,1
32,Reading Royals,2,3,3,ECHL,10,2007-08,24,1
150,Manchester Monarchs,6,-8,6,AHL,79,2008-09,25,0
113,Manchester Monarchs,10,5,12,AHL,58,2009-10,26,2
112,Houston Aeros,2,5,2,AHL,72,2010-11,27,0
98,Houston Aeros,12,2,14,AHL,72,2011-12,28,2
88,Houston Aeros,5,2,6,AHL,47,2012-13,29,1
