pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Battlefords North Stars,1,0,1,SJHL,4,2002-03,19,0
4,Manchester Monarchs,0,0,0,AHL,4,2007-08,24,0
21,Manchester Monarchs,3,5,3,AHL,16,2009-10,26,0
22,Houston Aeros,1,0,2,AHL,24,2010-11,27,1
8,Houston Aeros,0,-1,0,AHL,4,2011-12,28,0
6,Houston Aeros,0,-2,0,AHL,5,2012-13,29,0
