game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
1,-6,142,0,80,25,1986-87,25,0,21,4,,NHL,14.8,0,19,26,[],46,17,,TOR
2,2,111,0,75,36,1987-88,30,0,12,1,,NHL,10.8,6,20,40,[],48,11,,TOR
4,-8,190,0,0,42,1988-89,33,0,26,6,,NHL,13.7,9,21,75,[],68,20,,TOR
5,2,229,0,0,61,1989-90,41,0,33,9,,NHL,14.4,20,22,56,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1990.html#byng', 'name': 'Byng-9'}]",94,24,,TOR
4,-31,247,1,79,47,1990-91,31,1,26,10,,NHL,10.5,15,23,65,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-8'}]",73,15,,TOR
8,10,247,2,80,51,1991-92,29,1,38,12,,NHL,15.4,20,24,53,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-4'}]",89,25,,EDM
8,5,287,0,84,58,1992-93,34,3,39,9,,NHL,13.6,24,25,98,"[{'link': '/awards/voting-1993.html#AS', 'name': 'AS-6'}]",97,27,,MTL
10,0,274,1,84,51,1993-94,26,0,40,13,,NHL,14.6,24,26,75,"[{'link': '/awards/voting-1994.html#AS', 'name': 'AS-4'}]",91,27,,MTL
4,15,123,0,48,30,1994-95,20,0,10,4,,NHL,8.1,10,27,42,[],40,6,,MTL
3,5,254,1,80,56,1995-96,31,4,38,11,,NHL,15.0,24,28,158,"[{'link': '/awards/voting-1996.html#selke', 'name': 'Selke-4'}]",94,23,,MTL
3,-6,244,3,0,54,1996-97,37,2,27,7,,NHL,11.1,14,29,82,[],81,18,,MTL
5,14,164,2,76,41,1997-98,26,1,18,2,,NHL,11.0,13,30,58,[],59,15,,MTL
3,-4,190,1,77,30,1998-99,15,2,19,6,20:17,NHL,10.0,14,31,50,[],49,11,1561,TOT
2,-7,147,1,65,24,1998-99,13,2,12,3,20:27,NHL,8.2,10,31,46,[],36,7,1329,MTL
1,3,43,0,12,6,1998-99,2,0,7,3,19:21,NHL,16.3,4,31,4,[],13,4,232,SJS
1,4,204,5,82,49,1999-00,17,1,21,3,20:26,NHL,10.3,27,32,58,[],70,17,1676,SJS
3,17,101,2,45,37,2000-01,22,0,9,4,20:49,NHL,8.9,13,33,62,[],46,5,937,SJS
4,8,172,0,82,38,2001-02,26,2,20,7,19:38,NHL,11.6,12,34,60,[],58,11,1609,SJS
6,-13,176,1,82,38,2002-03,18,0,23,15,19:09,NHL,13.1,19,35,66,[],61,8,1571,SJS
4,-5,156,0,82,29,2003-04,17,0,12,7,17:09,NHL,7.7,12,36,66,[],41,5,1406,SJS
