assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Brunswick School,15,2009-10,28,29,0,14,0,USHS
9,Brunswick School,21,2010-11,26,30,0,15,0,USHS
15,U.S. National U17 Team,11,2011-12,55,26,65,16,0,USDP
7,USNTDP Juniors,8,2011-12,36,15,51,16,-7,USHL
1,USA U17,0,2011-12,5,1,0,16,0,WHC-17
9,USNTDP Juniors,11,2012-13,24,20,51,17,13,USHL
1,USA U18,1,2012-13,7,2,6,17,3,WJC-18
17,U.S. National U18 Team,17,2012-13,53,34,80,17,0,USDP
10,Yale Univ.,6,2013-14,33,16,18,18,-3,NCAA
11,Yale Univ.,7,2014-15,29,18,10,19,2,NCAA
0,USA U20,1,2014-15,5,1,2,19,0,WJC-20
7,Yale Univ.,16,2015-16,32,23,26,20,2,NCAA
13,Yale Univ.,21,2016-17,33,34,62,21,5,NCAA
