assists,year,games_played,points,goals,team,age,pim,plus_minus,league
24,2001-02,37,38,14,Alaska All-Stars,15,0,0,AASHA
18,2002-03,44,26,8,Portland Winter Hawks,16,35,-6,WHL
48,2003-04,71,78,30,Portland Winter Hawks,17,137,-4,WHL
36,2004-05,68,59,23,Portland Winter Hawks,18,160,1,WHL
46,2005-06,51,67,21,Portland Winter Hawks,19,98,12,WHL
22,2006-07,71,43,21,Hartford Wolf Pack,20,115,8,AHL
0,2007-08,4,3,3,United States,21,2,1,WC-A
7,2009-10,6,10,3,United States,23,2,3,WC-A
7,2012-13,17,16,9,Alaska Aces,26,22,3,ECHL
1,2016-17,2,1,0,USA,30,4,1,WCup
