game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,15.4,2,26,2,21,190,10,4,2007-08,8,0,4,2,NYR,,12,34,NHL
1,11.1,1,9,0,22,128,7,3,2008-09,4,0,1,1,NYR,,18,20,NHL
1,28.6,-3,7,0,24,125,5,1,2010-11,3,0,2,2,NYR,,2,17,NHL
0,0.0,2,14,0,25,130,9,2,2011-12,2,0,0,0,NYR,,14,25,NHL
0,4.3,-1,23,0,27,124,6,5,2013-14,6,0,1,1,CBJ,,6,37,NHL
0,12.5,-2,8,0,30,90,5,1,2016-17,2,0,1,1,CBJ,,6,18,NHL
