year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1985-86,17,6,170,13,0,ON-Jr.B,39,St. Catharines Falcons,19
1986-87,18,7,60,12,0,CCHA,41,Western Michigan University,19
1987-88,19,5,114,6,0,CCHA,42,Western Michigan University,11
1988-89,20,3,139,4,0,CCHA,35,Western Michigan University,7
1989-90,21,1,108,10,0,CCHA,37,Western Michigan University,11
1990-91,22,1,22,2,0,AHL,12,Halifax Citadels,3
1990-91,22,2,64,9,0,IHL,45,Peoria Rivermen,11
1991-92,23,4,74,12,0,AHL,60,2 Teams,16
1991-92,23,4,54,7,0,AHL,44,Halifax Citadels,11
1991-92,23,0,20,5,0,AHL,16,New Haven Nighthawks,5
1992-93,24,8,16,2,0,Nat-Tm,6,Canada,10
1992-93,24,4,62,6,0,AHL,43,Halifax Citadels,10
1993-94,25,24,48,38,0,ColHL,48,Detroit Falcons,62
1993-94,25,16,40,13,0,Britain,14,Bracknell Bees,29
1994-95,26,21,124,21,0,Austria,29,CE Vienna,42
1994-95,26,4,18,7,0,Italy,8,HC Asiago,11
1995-96,27,33,84,27,0,IHL,76,San Francisco Spiders,60
1996-97,28,8,68,12,0,Germany,26,Kaufbeurer Adler,20
1996-97,28,6,58,6,0,Swiss-2,13,HC Ajoie,12
1997-98,29,7,40,8,0,Italy,12,SSI Vipiteno,15
1997-98,29,16,116,17,0,Germany,43,Star Bulls Rosenheim,33
1998-99,30,23,246,16,0,Germany,50,Schwenninger Wild Wings,39
1999-00,31,11,192,9,0,Germany,49,Krefeld Pinguine,20
