year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2012-13,16,23,22,30,0,T1EHL U16,40,Ohio Blue Jackets U16,53
2012-13,16,0,2,0,0,T1EHL U18,4,Ohio Blue Jackets U18,0
2013-14,17,4,14,10,-21,USHL,34,USNTDP Juniors,14
2013-14,17,2,14,4,0,WHC-17,6,USA U17,6
2013-14,17,14,30,18,0,USDP,54,U.S. National U17 Team,32
2014-15,18,11,8,27,19,USHL,25,USNTDP Juniors,38
2014-15,18,6,4,5,11,WJC-18,7,USA U18,11
2014-15,18,27,28,52,0,USDP,65,U.S. National U18 Team,79
2015-16,19,10,18,16,-5,NCAA,36,Miami Univ. (Ohio),26
2016-17,20,0,4,2,1,WJC-20,7,USA U20,2
2016-17,20,13,22,35,-17,AHL,65,Manitoba Moose,48
