offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
4.3,Derek Plante,22,0,14,14.1,26,191,26,C,5.6,53,82,5,1.3,6,5,,1,27,20,,24
3.7,Brian Holzinger,18,2,9,15.5,24,142,29,C,4.8,51,81,5,1.1,6,2,,1,22,23,,54
4.5,Donald Audette,20,0,-6,15.4,27,182,22,RW,5.0,50,73,6,0.5,5,8,,0,28,16,,48
3.4,Michael Peca,9,6,26,14.6,22,137,29,C,5.1,49,79,4,1.7,4,5,,3,20,22,,80
3.4,Jason Dawe,17,1,14,16.2,23,136,26,RW,4.7,48,81,8,1.3,3,4,,1,22,17,,32
2.4,Dixon Ward,10,2,17,14.0,28,93,32,RW,3.8,45,79,3,1.4,4,1,,2,13,27,,36
3.2,Matthew Barnaby,17,0,16,15.7,23,121,24,RW,4.4,43,68,2,1.2,1,2,,0,19,22,,249
2.5,Garry Galley,2,1,10,4.8,33,84,34,D,6.4,38,71,13,3.9,1,1,,0,4,21,,102
1.6,Michal Grosek,14,0,25,12.8,21,117,21,LW,3.3,36,82,4,1.7,2,1,,0,15,17,,71
2.4,Alexei Zhitnik,3,1,10,4.1,24,170,28,D,6.7,35,80,11,4.3,0,3,,2,7,15,,95
1.7,Randy Burridge,6,3,17,11.8,31,85,21,LW,2.9,31,55,4,1.1,0,1,,1,10,16,,20
2.6,Richard Smehlik,9,0,19,11.0,27,100,19,D,6.7,30,62,4,4.1,1,2,,0,11,15,,43
0.9,Darryl Shannon,3,0,23,4.3,28,94,19,D,6.2,23,82,2,5.3,1,1,,1,4,16,,112
-0.3,Mike Wilson,2,0,13,3.5,21,57,9,D,4.1,11,77,0,4.4,1,0,,0,2,9,,51
1.2,Miroslav Satan,6,0,1,27.6,22,29,2,LW,1.4,10,12,0,0.2,1,2,,0,8,2,,4
-1.6,Rob Ray,7,0,3,15.6,28,45,3,LW,-0.7,10,82,0,0.9,1,0,,0,7,3,,286
0.2,Jay McKee,1,0,3,3.4,19,29,9,D,2.3,10,43,3,2.1,0,0,,0,1,6,,35
0.4,Pat LaFontaine,1,0,-8,5.3,31,38,6,C,0.3,8,13,5,-0.1,0,1,,0,2,1,,4
-0.3,Barrie Moore,1,0,1,4.8,21,42,6,LW,0.1,8,31,0,0.3,0,1,,0,2,6,,18
-0.7,Bob Boughner,1,0,12,2.9,25,34,7,D,3.6,8,77,0,4.3,0,0,,1,1,6,,225
-0.1,Curtis Brown,4,0,4,12.9,20,31,3,C,0.4,7,28,0,0.4,1,0,,0,4,3,,18
-0.7,Brad May,2,0,-8,4.0,25,75,4,LW,-0.6,7,42,2,0.1,1,1,,0,3,2,,106
-1.0,Wayne Primeau,1,0,-2,8.0,20,25,4,C,-0.6,6,45,0,0.4,0,1,,0,2,4,,64
-0.2,Anatoli Semenov,1,0,-3,9.5,34,21,4,C,-0.1,6,25,0,0.1,1,1,,0,2,4,,2
-0.1,Ed Ronan,1,0,4,10.0,28,10,4,RW,0.2,5,18,0,0.3,0,0,,0,1,4,,11
0.0,Dominik Hasek,0,0,0,,32,0,3,G,17.2,3,67,0,0.0,0,0,,0,0,0,,30
0.0,Charlie Huddy,0,0,-1,,37,0,0,D,0.0,0,1,0,0.0,0,0,,0,0,0,,0
0.0,Rumun Ndur,0,0,1,,21,0,0,D,0.1,0,2,0,0.2,0,0,,0,0,0,,2
0.0,Steve Shields,0,0,0,,24,0,0,G,2.8,0,13,0,0.0,0,0,,0,0,0,,4
0.0,Andrei Trefilov,0,0,0,,27,0,0,G,0.5,0,3,0,0.0,0,0,,0,0,0,,0
-0.2,Vaclav Varada,0,0,0,0.0,20,2,0,LW,-0.1,0,5,0,0.1,0,0,,0,0,0,,2
