league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
WHA,17,0,20,11,6,0,,QBN,[],18.2,2,4,1,2,0,1977-78,,0,2,0,0
WHA,21,0,21,10,1,0,,QBN,[],0.0,0,1,0,0,0,1978-79,,0,12,0,0
