shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1973-74,90,0,,0,0,0,4,0,20,HSA,4,19,1,WHA,0,,73,24,[],0
8.2,1974-75,89,0,,0,158,0,12,46,21,HSA,13,20,0,WHA,1,,75,34,[],0
7.8,1975-76,81,0,,0,179,0,14,40,23,HSA,14,21,2,WHA,0,,80,37,[],0
7.5,1976-77,103,0,,0,226,0,14,29,28,HSA,17,22,0,WHA,0,,80,45,[],3
6.8,1977-78,66,0,,0,146,0,9,10,10,NEW,10,23,0,WHA,0,,75,20,[],1
6.7,1978-79,31,0,,0,135,0,8,10,15,NEW,9,24,0,WHA,0,,66,24,[],1
0.0,1979-80,4,1,,0,6,0,0,-2,1,HAR,0,25,0,NHL,0,,6,1,[],0
0.0,1980-81,25,0,,1,3,0,0,-5,1,HAR,0,26,0,NHL,0,,12,1,[],0
0.0,1981-82,2,1,,1,25,2,0,-4,4,HAR,0,27,0,NHL,0,,13,4,[],0
1.5,1982-83,24,11,,0,68,0,1,21,11,BOS,1,28,0,NHL,0,,78,12,[],0
0.0,1983-84,34,11,,0,58,0,0,1,11,HAR,0,29,0,NHL,0,,69,11,[],0
4.3,1984-85,10,1,,0,23,0,1,-4,1,HAR,1,30,0,NHL,0,,19,2,[],0
