assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Brandon Wheat Kings,6,1995-96,50,17,58,17,0,WHL
25,Brandon Wheat Kings,6,1996-97,55,31,81,18,0,WHL
65,Brandon Wheat Kings,18,1997-98,72,83,153,19,35,WHL
58,Brandon Wheat Kings,18,1998-99,68,76,151,20,15,WHL
12,Hartford Wolf Pack,3,1999-00,64,15,47,21,10,AHL
30,Hartford Wolf Pack,8,2000-01,80,38,133,22,-7,AHL
17,Saint John Flames,0,2001-02,58,17,92,23,-16,AHL
22,Norfolk Admirals,6,2002-03,60,28,121,24,-11,AHL
8,Norfolk Admirals,1,2003-04,53,9,70,25,-15,AHL
5,2 Teams,0,2004-05,40,5,72,26,8,AHL
2,San Antonio Rampage,0,2004-05,24,2,44,26,2,AHL
3,Milwaukee Admirals,0,2004-05,16,3,28,26,6,AHL
