power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,4,0,NHL,1992-93,22,1,WIN,,3,2,1,0,3,,,33.3,1
2,0,16,2,NHL,1995-96,25,6,FLA,,10,4,10,0,57,,,10.5,4
0,5,1,0,NHL,1996-97,26,0,PIT,,1,0,0,0,4,,,0.0,0
0,6,6,1,NHL,1997-98,27,3,PIT,,3,2,2,0,12,,,25.0,3
0,21,10,1,NHL,1998-99,28,7,BUF,308,3,6,-1,0,30,,,0,3
2,5,3,1,NHL,1999-00,29,3,BUF,85,0,2,-1,0,11,,,27.3,1
2,13,8,2,NHL,2000-01,30,4,BUF,241,4,2,0,0,21,,,19.0,2
0,12,5,2,NHL,2002-03,32,2,DAL,229,3,0,0,0,22,,,9.1,2
0,5,0,0,NHL,2003-04,33,0,DAL,75,0,0,-6,0,8,,,0.0,0
0,5,2,0,NHL,2005-06,35,1,DAL,88,1,0,0,1,4,,,25.0,0
1,7,4,0,NHL,2006-07,36,1,DAL,131,3,4,1,0,14,,,7.1,0
0,9,3,2,NHL,2007-08,37,2,DAL,140,1,2,1,0,14,22,,14.3,2
