average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,17,0,0,0,NHL,21,7,0,26,-2,75,0,4,0,4,0,2,0,1991-92,WIN,8,0,9,0,10.7,,46,[]
,0,22,3,0,0,NHL,22,9,0,10,-3,73,0,9,0,3,0,1,0,1992-93,WIN,12,0,10,0,16.4,,38,[]
,0,47,3,1,0,NHL,23,16,0,38,4,172,0,14,0,8,0,8,0,1993-94,TOT,23,0,24,0,13.4,,77,[]
,0,9,0,0,0,NHL,23,3,0,8,-1,24,0,3,0,2,0,1,0,1993-94,WIN,5,0,4,0,20.8,,18,[]
,0,38,3,1,0,NHL,23,13,0,30,5,148,0,11,0,6,0,7,0,1993-94,FLA,18,0,20,0,12.2,,59,[]
,0,29,2,0,0,NHL,24,13,0,8,7,93,0,9,0,1,1,5,0,1994-95,FLA,10,0,19,0,10.8,,41,[]
,0,44,5,0,0,NHL,25,12,0,46,-12,158,0,11,0,8,0,13,0,1995-96,FLA,19,0,25,0,12.0,,72,[]
,0,49,3,0,0,NHL,26,22,0,26,-23,176,0,14,0,5,1,7,0,1996-97,TOT,19,0,30,0,10.8,,81,[]
,0,10,0,0,0,NHL,26,4,0,10,-3,44,0,1,0,1,0,4,0,1996-97,FLA,2,0,8,0,4.5,,19,[]
,0,39,3,0,0,NHL,26,18,0,16,-20,132,0,13,0,4,1,3,0,1996-97,PIT,17,0,22,0,12.9,,62,[]
,0,65,5,1,0,NHL,27,22,0,30,15,196,0,14,0,15,1,12,0,1997-98,PIT,30,0,35,0,15.3,,78,[]
17:58,0,36,3,0,0,NHL,28,12,0,30,-11,180,0,7,0,13,0,4,0,1998-99,TOT,20,0,16,0,11.1,1455,81,[]
17:52,0,32,3,0,0,NHL,28,9,0,20,-12,155,0,7,0,13,0,3,0,1998-99,PIT,20,0,12,0,12.9,1143,64,[]
18:20,0,4,0,0,0,NHL,28,3,0,10,1,25,0,0,0,0,0,1,0,1998-99,BUF,0,0,4,0,0.0,312,17,[]
17:23,0,45,2,2,0,NHL,29,17,0,16,-3,137,0,10,0,8,0,8,0,1999-00,BUF,20,0,25,0,14.6,1426,82,[]
19:06,0,43,5,2,0,NHL,30,16,0,26,-2,160,0,14,0,3,0,8,0,2000-01,BUF,19,0,24,0,11.9,1433,75,[]
18:35,0,48,4,0,0,NHL,31,18,0,26,6,127,0,12,0,5,3,10,0,2001-02,BUF,17,0,31,0,13.4,1263,68,[]
18:19,0,39,3,1,0,NHL,32,20,0,28,-11,149,0,8,0,4,0,6,0,2002-03,TOT,13,0,26,0,8.7,1483,81,[]
18:29,0,32,2,1,0,NHL,32,16,0,20,-13,124,0,8,0,2,0,5,0,2002-03,BUF,11,0,21,0,8.9,1257,68,[]
17:23,0,7,1,0,0,NHL,32,4,0,8,2,25,0,0,0,2,0,1,0,2002-03,DAL,2,0,5,0,8.0,226,13,[]
18:05,0,29,4,1,0,NHL,33,15,0,18,7,135,0,10,0,0,0,3,0,2003-04,DAL,11,0,18,0,8.1,1392,77,"[{'link': '/awards/voting-2004.html#byng', 'name': 'Byng-49'}]"
16:29,0,36,2,1,0,NHL,35,18,0,44,9,123,0,14,0,0,0,3,0,2005-06,DAL,15,0,21,0,12.2,1285,78,[]
16:06,0,25,2,0,0,NHL,36,11,0,40,-2,118,0,12,0,1,1,0,0,2006-07,DAL,13,0,12,0,11.0,1320,82,[]
13:38,139,23,4,2,25,NHL,37,7,343,26,-3,71,54.7,10,284,0,4,0,62,2007-08,DAL,12,14,11,29,16.9,1076,79,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-72'}]"
