power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,12,3,0,NHL,1994-95,21,1,NJD,,2,4,1,0,11,,SC,9.1,1
1,5,4,1,NHL,1998-99,25,3,NJD,92,1,4,2,0,12,,,25.0,2
0,17,8,0,NHL,1999-00,26,3,NJD,222,5,0,2,0,24,,SC,12.5,3
1,20,7,1,NHL,2000-01,27,3,NJD,262,4,6,1,0,23,,,13.0,2
0,6,2,0,NHL,2001-02,28,0,NJD,114,2,2,3,0,15,,,0.0,0
0,19,4,1,NHL,2002-03,29,1,NJD,324,3,8,-4,0,25,,SC,4.0,1
0,5,0,0,NHL,2003-04,30,0,NJD,75,0,0,0,0,9,,,0.0,0
0,9,2,0,NHL,2005-06,32,2,NJD,149,0,2,5,0,14,,,14.3,2
1,11,3,0,NHL,2006-07,33,1,NJD,200,2,6,-8,0,13,,,7.7,0
0,5,1,0,NHL,2007-08,34,1,NJD,58,0,0,0,0,4,8,,25.0,1
