age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,12.5,3,5,5,NHL,11,0,1974-75,0,24,3,,0,37,,MTL,8
22,SC,0.0,0,3,1,NHL,13,0,1975-76,0,12,0,,0,30,,MTL,3
23,SC,14.3,2,3,7,NHL,12,0,1976-77,0,14,2,,0,16,,MTL,5
24,SC,8.7,1,2,-1,NHL,0,0,1977-78,1,23,2,,0,17,,MTL,4
25,SC,4.0,1,6,2,NHL,15,0,1978-79,1,25,1,,0,32,,MTL,7
27,,33.3,0,0,-5,NHL,3,0,1980-81,0,3,1,,1,0,,MTL,1
28,,20.0,2,1,3,NHL,5,0,1981-82,0,10,2,,0,11,,MTL,3
29,,11.1,1,3,-9,NHL,9,0,1982-83,0,9,1,,0,18,,CGY,4
30,,8.3,2,1,-9,NHL,11,0,1983-84,0,24,2,,0,25,,CGY,3
31,,0.0,0,3,1,NHL,4,0,1984-85,0,8,0,,0,12,,CGY,3
32,,18.4,6,9,9,NHL,0,1,1985-86,1,38,7,,0,38,,CGY,16
33,,0.0,0,1,-1,NHL,4,0,1986-87,0,6,0,,0,2,,CGY,1
