goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.0,0,NHL,1,SJS,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2001-02,2,0.00,0,[],2
2.3,0,NHL,11,SJS,537,25,3,0,0,21,0,0,1,1,4,0,0,0,0,.927,2002-03,287,2.35,0,[],266
6.4,0,NHL,28,SJS,1541,26,8,78,1,53,0,14.68,4,1,12,1,0,0,0,.930,2003-04,760,2.06,2,[],707
5.3,0,NHL,37,SJS,2039,28,7,100,1,87,0,-0.31,4,2,23,1,0,0,0,.901,2005-06,878,2.56,4,[],791
5.9,0,NHL,38,SJS,2142,29,10,97,3,84,0,2.70,1,4,26,3,0,0,0,.908,2006-07,915,2.35,0,[],831
10.2,13,NHL,66,TOR,3837,30,25,106,5,175,64,-9.30,6,3,33,5,.563,0,36,.904,2007-08,1824,2.74,4,[],1649
6.0,13,NHL,53,TOR,3056,31,17,120,0,166,52,-27.09,0,1,22,0,.442,0,23,.891,2008-09,1518,3.26,2,[],1352
1.8,8,NHL,32,TOT,1605,32,12,136,0,93,26,-24.41,3,1,9,0,.346,0,9,.880,2009-10,773,3.48,4,[],680
1.2,7,NHL,26,TOR,1393,32,12,142,0,85,23,-25.02,3,1,7,0,.304,0,7,.874,2009-10,676,3.66,4,[],591
0.7,1,NHL,6,CGY,212,32,0,0,0,8,3,0,0,0,2,0,.667,0,2,.918,2009-10,97,2.26,0,[],89
