pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Montreal L\'est Cantonniers,0,0,0,QAAA,1,1982-83,15,0
28,Montreal L\'est Cantonniers,10,0,15,QAAA,15,1983-84,16,5
2,Quebec Remparts,2,0,2,QMJHL,4,1984-85,17,0
2,St-Jean Castors,0,0,1,QMJHL,3,1985-86,18,1
11,St-Jean Castors,2,0,2,QMJHL,8,1986-87,19,0
13,Colorado Rangers,3,0,6,IHL,12,1987-88,20,3
0,Denver Rangers,0,0,0,IHL,3,1988-89,21,0
6,Fort Wayne Komets,2,0,2,IHL,5,1989-90,22,0
31,Fort Wayne Komets,3,0,4,IHL,14,1990-91,23,1
22,Flint Generals,8,0,12,ColHL,6,1992-93,25,4
2,Flint Generals,4,0,5,ColHL,10,1993-94,26,1
8,Flint Generals,9,0,9,ColHL,6,1994-95,27,0
18,Flint Generals,12,0,17,ColHL,15,1995-96,28,5
14,Flint Generals,20,0,25,ColHL,14,1996-97,29,5
12,Flint Generals,18,0,20,UHL,17,1997-98,30,2
8,Flint Generals,3,0,4,UHL,8,1998-99,31,1
4,Adirondack IceHawks,0,0,0,UHL,2,1999-00,32,0
