year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1939-40,19,3,0,1,0,PCHL,4,Portland Buckaroos,4
1941-42,21,0,4,1,0,QSHL,5,Montreal Sr. Canadiens,1
1942-43,22,2,4,6,0,Al-Cup,2,Port Arthur Navy,8
1944-45,24,0,2,1,0,WNDHL,2,Winnipeg Army,1
1944-45,24,3,6,3,0,Al-Cup,7,Winnipeg Army,6
1945-46,25,1,6,8,0,QSHL,9,Ottawa Senators,9
1946-47,26,2,2,0,0,AHL,4,Buffalo Bisons,2
1953-54,33,10,4,12,0,WHL,18,Calgary Stampeders,22
1953-54,33,3,0,3,0,Ed-Cup,7,Calgary Stampeders,6
1954-55,34,5,7,4,0,WHL,8,Calgary Stampeders,9
1955-56,35,4,4,4,0,WHL,8,Calgary Stampeders,8
